primary_genre,title,origin,genres,director,main_character,bechdel_passed,LGBTQ,Disability,Elderly,AI,Animal,plot,kwords,popularity
Drama,A Normal Family,['KR'],"['Drama', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"성공한 변호사 재완은 부유한 중역의 아들이 고의로 사람을 치고 살해하여 딸이 중상을 입게 한 사건을 맡는다. 재완의 임무는 살인범을 변호하는 것, 그의 성공 가도를 달리는 또 하나의 발판일 뿐이다. 반면 그의 동생은 꼼꼼하고 정직한 소아과 의사로, 이윤과 돈보다 환자의 건강을 최우선으로 생각하며, 종종 자신이 일하는 개인 병원의 규칙을 어긴다. 두 형제는 한 달에 한 번 아내와 함께 고급 레스토랑에서 고급 식사를 하지만, 십 대 자녀와 관련된 예상치 못한 사건이 발생하면서 양심의 가책을 느끼고 평소의 저녁 식사 대화는 예상치 못한 방향으로 흘러간다.","['소설이나 책을 원작으로 한', '다크 코미디']",2.6922
Drama,Backrider,['PH'],['Drama'],male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"개인 마사지 치료사. 게임과 암호화폐에 중독된 남자친구와 끔찍한 이별을 겪은 후, 그녀는 부유하고 겉보기에 친절한 고객에게서 위안을 얻지만, 격정적이면서도 위험한 상황에 처하게 됩니다.","['소프트코어', '섹시']",2.3762
Drama,When Fall Is Coming,['FR'],"['Drama', 'Thriller', 'Comedy']",male,female,,FALSE,FALSE,TRUE,FALSE,FALSE,"미셸은 오랜 친구 마리클로드와 가까운 부르고뉴 마을에서 평화로운 은퇴 생활을 즐기고 있습니다. 파리에 사는 딸 발레리가 아들 루카스를 할머니에게 학교 방학을 보내게 했을 때, 딸 때문에 스트레스를 받은 미셸은 점심으로 독버섯을 먹여줍니다. 발레리는 금세 정신을 차리지만, 어머니가 손자를 더 이상 만나지 못하게 합니다. 외로움과 죄책감에 시달리는 미셸은 우울증에 빠지지만… 마리클로드의 아들이 출소할 때까지는 말입니다.","['버섯', '취함']",2.7398
Comedy,The Infallibles,['FR'],"['Comedy', 'Action']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"강도단이 파리에 혼란을 일으키고 경찰을 모욕하자, 내무부 장관은 수사 지휘를 맡을 새로운 인물을 원합니다. 마르세유 출신의 알리아는 불같은 성격에 다루기 힘든 반면, 파리 출신의 위고는 졸업생 대표이자 꼼꼼한 성격입니다. 간단히 말해, 그들은 서로를 미워할 충분한 이유가 있습니다. 좋든 나쁘든, 억지로 동맹을 맺는 것일까요, 아니면 다른 무언가로 발전하는 것일까요?",[],2.0571
Crime,"LaRoy, Texas","['FR', 'US']","['Crime', 'Comedy', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,파산과 우울증에 빠진 레이는 위험한 살인범으로 오해받고 현금 봉투를 받게 됩니다. 사립탐정 친구 스킵과 함께 진짜 살인범에게서 탈출하여 라로이를 살아서 빠져나가야 합니다.,[],2.3465
Drama,This Is Me…Now,['US'],"['Drama', 'Music']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"제니퍼 로페즈의 자기 치유와 자기애에 대한 여정을 친밀하고 환상적이며 서사적으로 반영한 작품으로, 음악과 영상이 얽혀 그녀가 직면한 어려움과 달성한 승리를 보여주는 몰입형 세계입니다.","['가정 폭력', '동반 작품', '음악 다큐멘터리']",2.7111
Animation,Trapezium,['JP'],"['Animation', 'Drama', 'Music']",unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,고등학생 아즈마 유우는 아이돌이 되기 위해 무엇이든 할 것이다. 꿈을 현실로 만들 준비가 된 그녀는 현내 각지에서 세 명의 소녀를 영입한다. 하지만 스타덤에 오르는 길에는 예상치 못한 시련이 기다리고 있다.,"['소설이나 책을 원작으로 한', '애니메이션', '아이돌 그룹', '아이돌']",2.6713
Drama,Mea Culpa,['US'],"['Drama', 'Crime', 'Thriller']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"한 형사 변호사는 살인 혐의를 받은 예술가의 사건을 맡으면서 가족, 의무, 그리고 자신의 위험한 욕망 중 하나를 선택해야 합니다.",['터무니없는'],2.6774
Documentary,Breaking the Silence: The Maria Soledad Case,['AR'],['Documentary'],female,unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,90년대 아르헨티나에서 한 고등학생이 살해당하면서 대규모 시위가 촉발됩니다. 유족들이 그녀의 이야기를 다시 들려주는 이 다큐멘터리는 정의를 향한 그들의 투쟁을 보여줍니다.,"['살인', '아르헨티나', '1990년대', '범죄 다큐멘터리', '학생 운동']",1.888
Horror,Sijjin 7,['TR'],['Horror'],male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,의식의 조건을 충족시키려는 한 여성이 가족의 집에 끼어든다.,"['속편', '초자연적 공포']",2.3264
Documentary,Endurance,['US'],['Documentary'],female,unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,"섀클턴의 인듀어런스호가 얼음 아래로 가라앉은 지 100년 후, 탐험가들은 전설적인 난파선과 놀라운 생존 이야기를 발견합니다.","['해양 탐험', '수중 사진', '고고학 탐험', '난파선', '난파된 배', '다큐멘터리', '다큐멘터리 영화', '전설적인', '탐색', '역사 다큐멘터리', '찾아서']",2.3869
Documentary,Music by John Williams,['US'],"['Documentary', 'Music']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"수십 년에 걸친 그의 경력 동안, 잊을 수 없는 그의 음악은 우리 시대 가장 사랑받는 영화들의 필수 요소로 자리 잡았습니다. 거장 존 윌리엄스의 이야기를 직접 보고 들으며, 영화 감독, 음악가, 그리고 그에게 영감을 받은 다른 사람들의 통찰력을 통해 영화 역사를 만들어가는 희귀한 비하인드 스토리를 만나보세요.","['작곡가', '전기', '비하인드 스토리', '보관 영상', '영화 음악', '예술가의 초상', '연예인 인터뷰', '음악 다큐멘터리', '음악 영화', '음악 비하인드 스토리', '아카데미상']",2.2997
Comedy,A Break of Happy Moments,['EG'],"['Comedy', 'Fantasy']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,여러 문제에 직면한 한 커플의 로맨틱 코미디. 우연히 열린 차원문을 통해 평행 세계로 이동하게 되는 이야기.,['색깔있는'],2.5736
Comedy,Cunk on Life,['GB'],"['Comedy', 'Documentary']",male,female,,FALSE,FALSE,FALSE,TRUE,FALSE,"선구적인 다큐멘터리 제작자 필로메나 쿵크가 역대 가장 야심 찬 탐구를 시작합니다. 바로 우주와 만물을 탐험하며 생명과 존재를 탐구하고 그 모든 것의 의미를 밝혀내는 것입니다. 그 과정에서 그녀는 빅뱅부터 생물학, 예술, 인공지능에 이르기까지 다양한 분야의 전문가들을 심문합니다. 핵심을 파헤쳐 보세요.","['모큐멘터리', '패러디', '우주', '의미를 찾아서', '크레딧 중 스팅어', '생명의 기원', '재치 있는']",2.392
,Ohsama Sentai King-Ohger vs. Kyoryuger,['JP'],[],male,male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"다이고 키류와 우츠세미마루는 지구를 침략한 우주왕 다그데드를 추격하는 여정을 떠납니다. 하지만 다그데드와의 전투 중 우츠세미마루는 다른 시간의 지구로 보내집니다. 데보스 군의 침략을 받은 지구에 도착한 그들은 우주를 다그데드로부터 구할 수 없었습니다. 파괴된 미래를 막기 위해 그들은 원래 시간선으로 돌아가지만, 시간선의 변화로 인해 우주왕 기라가 치큐를 지배하게 됩니다!","['전대', '슈퍼전대', '크로스오버']",2.4008
Drama,Firefighters,['KR'],['Drama'],male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"가장 혹독한 환경에서도 소방관들은 화재 진압과 모든 인명 구조에 집중해야 합니다. 2001년 3월 4일 오전 3시 47분, 119 구급대원들은 홍제동에서 발생한 화재 신고 전화를 받았습니다. 신입 소방관 철웅을 비롯한 소방관들이 현장으로 달려갔습니다.","['실화 기반', '소방관']",2.6286
Thriller,Siren,['IN'],"['Thriller', 'Crime', 'Action']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,14년간 감옥에 갇혀 있던 틸라가바르만이 가석방으로 출소합니다. 부패한 경찰관 난디니가 연쇄 살인 사건의 용의자로 그를 지목하면서 추격전이 펼쳐집니다.,"['불법구금', '복수스릴러', '부당한 유죄판결']",2.3392
Horror,Last Stop: Rocafort St.,['ES'],"['Horror', 'Mystery']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"로라는 최근 바르셀로나 지하철에서 일하기 시작했습니다. 낡고 조용한 로카포르트 역에 배정되었지만, 머지않아 이 역에 숨겨진 전설을 알게 되고, 그 전설이 그녀를 괴롭히기 시작합니다. 오랜 세월 그곳에서 수많은 사람들이 기이한 사건으로 목숨을 잃었지만, 아무도 진실을 알고 싶어 하지 않는다는 것입니다.",[],2.5753
Action,Joni pata de conejo,['ES'],['Action'],unknown,unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,,[],2.3541
Documentary,Sugarcane,"['CA', 'US']",['Documentary'],female,male,,FALSE,FALSE,FALSE,FALSE,FALSE,캐나다의 인디언 기숙학교에서 발생한 아동 학대와 실종 사건에 대한 조사가 인근 사탕수수 보호구역에 대한 심판의 불씨를 지폈습니다.,"['아동학대', '음울한', '씁쓸한', '비극적인', '긴급한', '인도 기숙학교 시스템', '실종 아동']",2.1022
Drama,La Cocina,['MX'],"['Drama', 'Comedy']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"타임스 스퀘어 레스토랑의 후텁지근한 뒷주방에서, 불법 체류 요리사 페드로는 직장에서의 압박감과 웨이트리스 줄리아와의 복잡한 관계 사이에서 곤경에 처해 있습니다. 돈이 사라지면서 의심이 확산되고, 직원들의 위태로운 희망을 뒤엎을 위기에 처한 긴장감이 촉발됩니다.","['뉴욕시', '이민', '레스토랑', '타임스퀘어', '낙태', '주방']",2.3986
Drama,Angry Squad: Civil Servants & Seven Swindlers,['JP'],"['Drama', 'Comedy']",male,male,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,세무사 쿠마자와 지로는 사기꾼 히무로 마코토에게 거액의 사기를 당한다. 절친한 친구이자 형사인 쿠마자와는 히무로를 추적하여 그와 힘을 합쳐 탈세 사실을 은폐하는 대기업으로부터 10억 엔의 체납 세금을 징수하기 위해 나선다.,[],2.8905
Romance,Love in the Big City,['KR'],"['Romance', 'Drama']",female,female,,TRUE,FALSE,FALSE,FALSE,FALSE,자유로운 영혼 재희와 옷장 속 흥수는 사회 부적응자라는 공통점을 통해 깊은 공감을 얻고 동거를 시작한다. 두 사람은 대도시 서울에서 사랑과 로맨스의 복잡한 과정을 헤쳐나가며 끊임없이 서로를 의지한다.,"['소설 또는 책 기반', '동성애 혐오', '룸메이트', 'LGBT', '게이 로맨스', '게이 테마', '이태원', '소년애(BL)', '게이 절친', '게이 비난', '종교적 어머니']",2.4835
History,Bonhoeffer: Pastor. Spy. Assassin,"['IE', 'BE']","['History', 'Drama', 'War']",male,male,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"세계가 멸망의 위기에 처해 있는 가운데, 디트리히 본회퍼는 히틀러를 암살하려는 치명적인 음모에 가담하여 수백만 유대인을 대량 학살로부터 구하기 위해 신앙과 운명을 걸었습니다.","['평화주의', '실화 기반', '폭정', '역사극', '1940년대', '기독교 영화', '나치 독일', '독립 영화']",2.7835
Romance,Meet Me Next Christmas,['US'],"['Romance', 'Comedy']",male,female,,TRUE,FALSE,FALSE,FALSE,FALSE,꿈에 그리던 남자와 다시 만나기 위해 레이라는 매진된 펜타토닉스 크리스마스 이브 콘서트 티켓을 찾기 위해 뉴욕 시를 누비며 달려간다.,"['뉴욕시', '희망 없는 낭만주의자', '사랑스러운', '낭만적인', '감탄하는', '축하하는', '위로하는', '희망적인', '즐거운', 'LGBT', '여성스러운 게이', '게이 사촌', '게이 가수']",2.0736
Horror,Beezel,['US'],"['Horror', 'Thriller']",male,male,,FALSE,TRUE,FALSE,FALSE,FALSE,60년이라는 격동의 세월 동안 저주받은 뉴잉글랜드의 한 집에 살던 세 명의 모르는 손님이 우연히 그 집 바닥 아래에 있는 불길한 비밀 주거지를 발견합니다. 살아있는 자의 살에 대한 만족할 줄 모르는 갈증을 가진 영원한 마녀가 그 집에 살고 있습니다.,['정신병자'],2.612
Drama,Himas,['PH'],['Drama'],unknown,female,,FALSE,TRUE,FALSE,FALSE,FALSE,시각 장애인 전직 소방관의 아내는 아내의 신체적 질환으로 인해 육체적 욕구를 충족시킬 수 없습니다. 그런데 한 젊은 남자가 나타나 다나의 성적 욕구를 채우기 위해 그녀를 죄악적인 관계로 유혹합니다.,['섹시한'],2.7434
Drama,Heavy Snow,['KR'],"['Drama', 'Romance']",male,female,,TRUE,FALSE,FALSE,FALSE,FALSE,예능고등학교 수안은 배우 겸 연예인 설과 가까워진다. 여행을 통해 서로에게 마음이 있다는 것을 깨닫는다. 하지만 오해가 깊어지고 설은 수안을 떠난다. 수안은 배우가 되어 설을 그리워하며 겨울 바다로 돌아간다.,"['고등학생', '성장', 'LGBT 청소년', '레즈비언', '여자의 사랑', '독립 영화']",2.1493
Drama,Aşk Filmi,['TR'],"['Drama', 'Romance']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"야즈는 인기 톱 모델이자 나이트라이프를 사랑하는 것으로 유명합니다. 그녀가 오디션을 봤던 영화의 감독 우자이를 만난 후, 두 사람은 평생 잊지 못할 사랑의 아픔을 겪습니다.","['모델', '나이트라이프', '영화감독', '로맨틱 드라마', '로맨틱']",2.2344
Horror,Lowlifes,['CA'],"['Horror', 'Thriller']",unknown,female,,TRUE,FALSE,FALSE,FALSE,FALSE,도로 여행을 하는 가족의 생존 본능은 외딴 농장에서 하룻밤을 묵을 수밖에 없게 되면서 시험을 받게 됩니다.,"['가족', '농장', '로드트립', '레즈비언', '식인 풍습', '피투성이']",2.3546
Comedy,Self Reliance,['US'],"['Comedy', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"사냥꾼들이 자신을 죽이려 드는 게임에 참여하면 백만 달러를 주겠다는 제안을 받은 한 남자가 완벽한 허점을 찾았다고 생각합니다. 사냥꾼들은 자신이 혼자 있을 때만 공격할 수 있다는 것입니다. 그의 유일한 문제는 친구나 가족 중 아무도 그 게임이 진짜라고 믿지 않는다는 것입니다. 예상치 못한 곳에서 친구를 찾아야 하는 그는 유머, 편집증, 그리고 놀라운 유대감 추구를 통해 이 기이한 도전을 헤쳐 나갑니다.","['고립', '지루함', '편집증', '다크 코미디', '풍자', '사회적 논평', '노숙자', '다크 웹', '리얼리티 쇼', '데스 게임']",4.1038
Action,Baby Assassins: Nice Days,['JP'],"['Action', 'Comedy', 'Drama', 'Crime']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"10대 암살자 마히로와 치사토는 계약과 휴가를 위해 해안 도시 미야자키를 방문하는데, 그곳에서 예상치 못하게 자신의 살인 횟수를 늘리려는 전설적인 피에 굶주린 암살자를 만난다.","['일본', '암살자', '히트맨', '총', '총격전', '청부 살인업자', '십대 살인범']",2.6256
Comedy,Riviera Revenge,['FR'],['Comedy'],male,male,,FALSE,FALSE,TRUE,FALSE,FALSE,참전 용사 프랑수아 마르소는 아내 애니와 함께 은퇴 생활을 최대한 만끽합니다. 권위적이고 무자비한 프랑수아는 가족을 철권통치합니다. 하지만 40년 전 존경하던 아내가 바람을 피웠다는 사실을 알게 된 그는 이혼 소송을 제기하고 프랑스 리비에라에 사는 그녀의 전 애인과 대면합니다.,[],2.664
Romance,Black Tea,"['CI', 'FR', 'LU', 'MR', 'TW']","['Romance', 'Drama']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"30대 초반의 코트디부아르 출신 젊은 여성 아야는 결혼식 날 모두를 놀라게 하며 거절합니다. 아시아로 이주한 후, 그녀는 45세의 중국인 남성 카이와 함께 차 수출 가게에서 일합니다. 아야와 카이는 사랑에 빠지지만, 과거의 상처와 타인의 편견 속에서 그들의 사랑은 과연 지켜질 수 있을까요?","['차', '인종 간 관계', '우연의 사랑', '다도', '코트디부아르', '중국 광저우']",2.5385
Documentary,The Menendez Brothers,['US'],['Documentary'],male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,부모를 살해한 죄로 종신형을 선고받고 감옥에 갇힌 라일과 에릭 메넨데스는 이 다큐멘터리에서 충격적인 범죄와 그에 따른 재판에 대해 이야기합니다.,"['실화', '살인', '실제 범죄', '범죄', '동정심']",1.9676
Romance,The Merry Gentlemen,['US'],"['Romance', 'Comedy']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"부모님이 운영하는 작은 마을의 나이트클럽을 지키기 위해 브로드웨이 댄서가 남자들만 모인 크리스마스 테마 리뷰를 무대에 올리고, 모든 동작에 능숙한 남자를 만난다.","['댄서', '휴일', '사랑', '나이트클럽 주인', '남성 스트리퍼', '남성 스트리핑', '크리스마스', '인생', '클리셰', '당혹스러운']",2.2496
Mystery,Force of Nature: The Dry 2,['AU'],"['Mystery', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"5명의 여성이 회사 차원의 하이킹에 참여했지만, 살아남은 사람은 4명뿐이었고, 연방 요원인 에런 폴크와 카멘 쿠퍼는 고발자 앨리스 러셀이 살아 있는 것을 찾기 위해 빅토리아 산맥 깊숙한 곳으로 조사를 향했다.","['호주', '미해결 미스터리', '범죄 수사', '호주 부시', '긴장감 넘치는']",3.9094
,Sisters,"['CA', 'US']",[],unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"루와 에스더는 절친한 친구입니다. 두 사람은 모든 일을 함께 하고, 속마음을 털어놓는 농담과 암호로 그들만의 언어를 구사하며, 만약 자매와 함께 자랐다면 어떤 삶을 살았을지 꿈꾸듯 호기심을 공유합니다. 루는 아버지가 갑작스럽게 세상을 떠나자, 자신에게 오랫동안 잃어버렸던 이복 여동생 프리야가 있다는 사실을 알게 됩니다. 루가 프리야와의 관계를 탐구하기 시작하면서, 프리야와 에스더의 행복은 무례하게 방해를 받고, 둘 사이에 균열이 생깁니다. 균열이 회복 불가능할 정도로 커질 위기에 처한 가운데, 루는 가족의 의미를 재정립해야 합니다. 그렇지 않으면 에스더를 영원히 잃을 수도 있습니다.",[],2.3283
Drama,Maidaan,['IN'],['Drama'],unknown,male,,FALSE,FALSE,FALSE,FALSE,FALSE,인도 축구의 설계자로 여겨지며 1952년부터 1962년까지의 황금기를 집약한 인도 축구 국가대표팀 감독 겸 감독인 사이드 압둘 라힘에서 영감을 받았습니다.,"['스포츠', '실화']",2.9662
Action,The Greatest of All Time,['IN'],"['Action', 'Drama', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"한때 특수 대테러 부대(SATS)의 훈장을 받은 한 구성원이 중요한 임무를 위해 전 동료들에게 다시 소집되면서, 그는 자신의 과거와 위험한 충돌을 겪게 됩니다.","['비밀 기관', '이중 역할', '소외된 아들', '공상 과학']",2.2587
Science Fiction,Bionic,['BR'],"['Science Fiction', 'Action', 'Adventure']",male,female,,FALSE,TRUE,FALSE,TRUE,FALSE,"로봇 기술의 발전으로 패럴림픽 선수들이 새로운 스포츠 스타가 되자, 마리아는 언니와의 경쟁을 꿈꿉니다. 그러기 위해서는 범죄와 폭력의 세계로 나아가야 합니다.","['미래', '스포츠', '로봇', '장애']",4.1952
Horror,Respati,"['ID', 'KR']","['Horror', 'Fantasy', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"다른 사람의 꿈속에 들어갈 수 있는 능력을 가진 십 대 소년. 꿈속에서 어둠의 영혼이 사람들의 목숨을 앗아가는 것을 목격한 그는, 그것이 현실 세계에서 일어나는 불가사의한 죽음과 관련이 있음을 금세 깨닫는다.","['꿈', '소설이나 책에 기반한', '유령', '불면증', '영혼', '유령', '어둠', '공포', '힘', '십대 공포']",2.2545
Drama,Top 1,['PH'],['Drama'],male,male,,TRUE,FALSE,FALSE,FALSE,FALSE,"아지와 덱스는 둘 다 졸업반 대표가 되려고 경쟁하지만, 덱스는 항상 아지를 지지합니다. 덱스는 아지를 유혹하기 위해 그녀를 사랑에 빠지게 만들 계획을 세우지만, 그의 계획은 양날의 검입니다.","['lgbt', '레즈비언', '섹시']",2.5673
Documentary,Super/Man: The Christopher Reeve Story,['US'],['Documentary'],male,male,,FALSE,TRUE,FALSE,FALSE,FALSE,"크리스토퍼 리브는 네 편의 슈퍼맨 영화에서 &#39;맨 오브 스틸&#39;을 연기했고, 1995년 승마 사고로 목 아래가 마비되기 전까지 수십 편의 다른 배역을 맡아 배우로서의 재능과 다양성을 뽐냈습니다. 사지마비가 된 후, 그는 척수 손상 치료법을 찾기 위한 노력에서 카리스마 넘치는 지도자이자 활동가가 되었을 뿐만 아니라 장애인 권리와 의료 지원을 위한 열렬한 옹호자가 되었습니다.","['전기', '다큐드라마', '승마 사고', '장애', '사지마비', '활동주의', '배우', '인물 연구']",2.4237
Drama,Rez Ball,['US'],['Drama'],female,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"원주민 문화에 뿌리를 둔 고등학교 농구팀은 스타 선수를 잃은 후, 주 챔피언십 꿈을 이어가기 위해 단결해야 합니다.","['고등학교', '스포츠', '원주민', '아메리카 원주민', '농구팀', '팀 스포츠']",1.9689
Thriller,The Critic,['GB'],"['Thriller', 'Crime', 'Drama', 'Mystery']",male,male,,TRUE,FALSE,TRUE,FALSE,FALSE,"지미 어스킨은 당대 가장 두려운 연극 평론가였다. 그는 글만큼이나 화려하게 살고, 자신의 기준에 미치지 못하는 배우를 잔혹하게 깎아내리는 것을 즐긴다. 데일리 크로니클의 사장이 죽고 그의 아들이 그 자리를 이어받자, 지미는 곧 새 사장과 갈등을 겪게 되고 자신의 지위가 위협받게 된다. 자신이 그토록 신성시했던 권력과 영향력을 지키기 위해, 지미는 힘겨워하는 여배우와 파우스트적 계약을 맺고, 두 사람은 사장과 욕망, 협박, 배신이라는 짜릿하지만 치명적인 그물에 얽히게 된다.","['협박', '기만', '살인', '비평가', '1930년대', '무대 여배우', '연극', '여배우', '게이', '게이 영웅', '노인 게이']",2.38
Romance,Conditional Sex: Last One Night,['KR'],['Romance'],male,female,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"미영은 아픈 과거를 극복하고 동료 원우와 달콤한 시간을 보낸다. 예진과의 불륜으로 미영과 헤어졌던 석준은 미영을 잊지 못해 예진과도 곧 이별을 고한다. 한편, 예진은 전 남자친구 원우가 미영과 함께 있는 모습을 보고 계략을 써서 둘을 떼어놓는다.",['소프트코어'],2.3024
Animation,200% Wolf,['AU'],"['Animation', 'Adventure', 'Fantasy', 'Family', 'Action', 'Comedy']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"프레디 루핀의 엉뚱한 소원으로 인해 늑대인간으로 변하고 장난꾸러기 달 요정이 지구에 내려오자, 프레디는 지구와 달이 충돌하기 전에 우주의 질서를 회복해야 합니다.",[],2.1484
Drama,Firebrand,['GB'],"['Drama', 'History', 'Thriller']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,헨리 8세의 여섯 번째 왕비 캐서린 파는 폭군이 해외에서 전투를 벌이는 동안 섭정으로 임명됩니다. 왕이 귀국하자 점점 병들고 편집증에 시달리던 캐서린은 자신의 생존을 위해 싸웁니다.,"['소설이나 책을 원작으로 한', '헨리 8세', '사극']",4.1371
Documentary,The Remarkable Life of Ibelin,['NO'],"['Documentary', 'Animation']",male,unknown,,TRUE,FALSE,FALSE,FALSE,FALSE,월드 오브 워크래프트의 어느 젊은 게이머의 비밀스러운 삶이 그의 죽음 이후 온라인 친구들이 그의 가족에게 연락하면서 생생하게 재구성됩니다.,"['게이머', '월드 오브 워크래프트', '증언', 'PC 게임', '증언', 'PC 게임', '품위 있는', '게임 영상', '게이머 다큐멘터리']",2.3022
Drama,An Ordinary Case,['FR'],"['Drama', 'Crime']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"장 모니에는 아내 살해 혐의로 기소된 니콜라스 밀리크를 변호하기 위해 임명된 변호사로, 환멸을 느낀다. 모든 것이 그의 유죄를 가리키지만, 모니에는 자신의 무죄를 확신하며 사건을 맡는다.",[],2.1689
Thriller,Untamed Royals,['MX'],"['Thriller', 'Crime', 'Drama']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"부유한 10대 청소년들이 사소한 장난에서 위험한 음모로까지 확대되는 범죄를 저지르며 혼란스러운 결과를 초래하지만, 그들 자신에게는 그렇지 않습니다.","['사소한 범죄자', '십대', '범죄']",2.3003
Romance,No Pressure,['PL'],"['Romance', 'Comedy']",male,female,,FALSE,FALSE,TRUE,FALSE,FALSE,할머니 농장을 구하기 위해 모든 것을 포기하게 된 대도시의 셰프 올리비아는 비밀을 숨기고 있는 잘생긴 농부와 사랑에 빠진다.,[],2.4069
Comedy,Killer Babes,['MX'],"['Comedy', 'Crime', 'Thriller']",unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,남편에게 방치되고 학대를 받아온 세 명의 여자친구가 이런 종류의 일에 경험이 많은 남자의 도움을 받아 남편에게 복수할 계획을 세웁니다.,[],2.7823
Horror,The Demon Disorder,['AU'],['Horror'],male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"세 형제와 그들의 죽은 아버지의 과거가 충돌하면서 깊고 어두운 가족 비밀이 밝혀지고, 무덤 너머에서의 복수 사건이 벌어진다.","['악마의 소유', '성경적 예언', '성경적 재앙']",2.8387
Horror,Temurun,['ID'],"['Horror', 'Thriller']",female,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"어머니가 폭력적인 침입 사건으로 사망한 후, 두 형제는 소원해진 아버지와 함께 살게 되면서 가족의 사악한 유산을 알게 됩니다.","['유전병', '의식', '고기', '심리 스릴러', '악마', '유령', '사이코패스', '유산', '심리적', '심리적 공포']",4.4589
Drama,Pure Love,['ID'],"['Drama', 'Romance']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"문제아였던 한 십 대 소년이 반 친구의 도움으로 새로운 삶을 시작한다. 몇 년 후, 두 사람의 재회는 옛 감정을 되살리지만, 불확실성은 그들의 이야기를 흐릿하게 만든다.","['소설이나 책을 기반으로 한', '이슬람', '파트너', '사랑', '커플', '종교', '이클라스', '기분 좋은']",2.1561
Comedy,The Visitor,['GB'],['Comedy'],male,male,,TRUE,FALSE,FALSE,FALSE,FALSE,"오늘 런던. 한 난민이 템스 강변에서 알몸으로 여행 가방에 갇혀 떠내려간다. 수수께끼 같은, 성적 유동성을 가진 이 낯선 사람은 부르주아 상류층 가족에게 자신을 소개한다. 그는 직원으로 남으라는 초대를 받는다. 방문객은 곧 가족 구성원들을 일련의 노골적인 성적 접촉으로 유혹한다. 그는 그들이 새롭고 급진적인 방식으로 자신을 재정의할 수 있도록 그들의 세상을 뒤집어 놓을 것이다.","['풍자', '리메이크', '근친상간', 'lgbt', '게이 테마', '누드', '퀴어 영화', '테오레마', '피에르 파올로 파솔리네', '노골적인 성행위']",2.2959
Fantasy,The Yin Yang Master Zero,['JP'],"['Fantasy', 'History', 'Mystery']",female,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"헤이안 시대에 아베노 세이메이는 마법을 수행했지만 관심이 없었다. 그러던 어느 날, 미나모토노 히로마사와 협력하여 이상한 현상을 해결하게 된다.","['소설이나 책을 바탕으로 한', '엑소시즘', '음양사']",2.2304
